Enterprise_ID,Enterprise_Name,Sector,Annual_Revenue,Employees,Credit_Score,Loan_Amount,Loan_Purpose,Loan_Tenure,Interest_Rate,Prev_Loan_Default,Collateral_Value,Application_Date,Loan_Approved
1058,"Weaver, Parsons and Houston",Agriculture,37919127,491,734,4529723,Inventory Purchase,48,12.74,No,3248454,2023-12-29,Yes
1971,"Best, Martinez and Klein",Hospitality,13431216,83,788,3483973,Marketing,24,12.27,No,4445102,2023-12-29,Yes
1455,Arroyo-Werner,Transportation,44951994,160,798,1358624,Real Estate,60,9.15,No,1175832,2023-12-27,Yes
1152,Cooper and Sons,Finance,32712006,35,845,2667587,Working Capital,48,11.85,Yes,1937145,2023-12-25,No
1803,"Butler, Reed and Lopez",Agriculture,33997728,363,630,4762315,Equipment Purchase,48,12.44,No,1767354,2023-12-25,No
1149,Singleton-Nguyen,Healthcare,25527791,223,517,4547395,Debt Consolidation,36,13.2,No,1068143,2023-12-24,No
1270,"Johnson, Montes and Smith",Construction,24567809,335,493,2092569,Real Estate,48,10.09,No,2509622,2023-12-24,No
1407,"Underwood, Hill and Collier",Retail,18562548,298,733,345144,Expansion,60,14.54,No,3515685,2023-12-24,Yes
1126,Gonzales-Harper,Healthcare,6579079,250,836,2816207,Marketing,48,8.03,No,1827850,2023-12-22,No
1527,Ortiz-Mccarthy,Finance,43827096,147,412,4024482,Real Estate,36,12.12,No,2783864,2023-12-22,No
1963,Arias LLC,Construction,49846793,419,309,739872,Inventory Purchase,36,8.57,No,1218694,2023-12-21,No
1629,Roberts PLC,Agriculture,31914222,241,440,2687551,Equipment Purchase,12,7.22,No,2061562,2023-12-20,No
1495,Hughes-Norman,Construction,39641700,230,764,2104517,Marketing,24,11.58,No,4970791,2023-12-20,Yes
1770,Cameron and Sons,Manufacturing,47289704,198,367,2919182,Debt Consolidation,60,7.67,No,331833,2023-12-20,No
1647,Harris PLC,Hospitality,36402297,329,592,2017577,Marketing,12,14.72,No,1105608,2023-12-18,No
1968,White Inc,IT Services,41930951,477,401,4561902,Expansion,24,11.36,No,2163527,2023-12-18,No
1955,"Butler, Meza and White",Healthcare,44902446,346,571,1735765,Real Estate,12,9.82,Yes,2413304,2023-12-18,No
1665,Ortega-Bentley,Finance,5437677,58,465,234445,Real Estate,48,8.33,No,860586,2023-12-18,No
1374,"Warner, Scott and Mcgee",Retail,2020154,91,750,3248491,Inventory Purchase,36,12.15,No,4586363,2023-12-16,Yes
1486,Becker-Hall,Retail,10462743,269,446,3848294,Real Estate,36,11.66,No,3160041,2023-12-16,No
1354,Kelly-Bush,Education,12984398,416,610,4720792,Debt Consolidation,48,12.05,No,744934,2023-12-15,No
1290,"Jones, Harper and Allen",Manufacturing,48517690,296,601,4485224,Real Estate,60,12.92,No,1720930,2023-12-15,No
1226,Armstrong Inc,Hospitality,35780908,197,813,3003609,Research & Development,48,9.78,No,3255677,2023-12-15,Yes
1171,"Morales, Strickland and Dean",Retail,11864147,28,300,3733795,Equipment Purchase,12,9.23,No,2671872,2023-12-15,No
1871,Strickland PLC,Healthcare,3854190,12,413,4911671,Inventory Purchase,12,8.06,No,2838647,2023-12-14,No
1153,"Flowers, Richardson and Williams",Agriculture,7569632,18,340,4895464,Working Capital,36,10.43,No,2147711,2023-12-13,No
1193,"Larson, Johnson and Hill",Transportation,14109773,474,441,4446657,Marketing,60,14.28,No,4389242,2023-12-13,No
1739,Bridges Ltd,Healthcare,49243574,144,711,3730623,Equipment Purchase,12,10.84,No,4343900,2023-12-13,Yes
1979,Zuniga and Sons,Transportation,14913140,240,706,3123504,Research & Development,24,13.42,No,1826025,2023-12-12,No
1623,"Goodwin, Jones and Greer",Manufacturing,32670310,492,689,3751361,Working Capital,60,9.14,No,4779124,2023-12-11,Yes
1049,"Colon, Jones and Nguyen",Finance,14427105,459,497,1235627,Working Capital,48,8.64,No,61009,2023-12-10,No
1243,Wood-Wallace,Healthcare,41381731,145,334,4588155,Expansion,24,11.57,No,227946,2023-12-09,No
1100,"Anderson, Erickson and Oneal",Transportation,44542641,165,767,2753528,Marketing,48,11.66,No,4223414,2023-12-08,Yes
1601,"Hudson, Dunlap and Cooley",Construction,30844218,88,711,1364134,Research & Development,12,12.39,No,97361,2023-12-07,No
1544,"Edwards, Haas and Lin",Hospitality,11528294,173,493,1784449,Inventory Purchase,60,12.17,Yes,1678782,2023-12-07,No
1570,Lewis-Ramos,Retail,44020873,30,312,362091,Real Estate,36,9.41,No,2661895,2023-12-06,No
1699,Stephens Ltd,IT Services,4151882,433,481,1738846,Inventory Purchase,24,13.99,No,1865599,2023-12-06,No
1105,"Hernandez, Brown and Strickland",Transportation,38003110,429,558,1498949,Inventory Purchase,60,10.09,No,2898411,2023-12-05,No
1537,"Kaufman, Johnson and May",Education,18486878,251,440,1670889,Debt Consolidation,36,14.32,No,3681097,2023-12-05,No
1275,"Thompson, Wyatt and Wilkins",Retail,48744216,111,561,4005513,Marketing,24,8.54,No,4167095,2023-12-05,No
1183,"Howell, Morgan and Rivera",Manufacturing,15072989,251,692,321552,Research & Development,12,10.52,No,3656940,2023-12-04,Yes
1842,Griffin-Smith,Education,34535574,120,373,178116,Marketing,24,14.46,No,3163192,2023-12-03,No
1045,"Taylor, Moore and Morales",Hospitality,18794649,94,722,923759,Working Capital,60,9.66,No,4871699,2023-12-02,Yes
1728,Williams-Holt,Construction,2947763,242,630,2379042,Expansion,24,13.64,No,2538489,2023-12-02,Yes
1356,Quinn and Sons,Agriculture,36396080,205,512,1437768,Research & Development,24,7.41,Yes,1928292,2023-12-01,No
1250,"Eaton, Romero and Dyer",Manufacturing,2270896,278,730,2472948,Working Capital,12,9.98,No,2429897,2023-11-30,Yes
1547,Perez PLC,Hospitality,24480675,197,564,1217374,Marketing,24,12.47,No,1783391,2023-11-29,No
1507,Fitzpatrick-Thornton,Retail,18434167,265,312,4546460,Expansion,24,8.65,No,995161,2023-11-28,No
1608,Wilson-King,Transportation,28911050,78,358,811943,Marketing,24,13.25,Yes,3473604,2023-11-28,No
1840,Crane PLC,Transportation,12950831,195,436,2045537,Inventory Purchase,48,7.11,No,2962044,2023-11-27,No
1935,Young Ltd,Finance,19144439,56,810,1016004,Debt Consolidation,12,10.58,No,1952453,2023-11-27,Yes
1679,Rivera-Lara,Manufacturing,30163439,158,364,1552137,Research & Development,12,8.39,No,791165,2023-11-26,No
1385,Smith-Nelson,Finance,49558556,16,589,4775519,Expansion,12,11.36,No,1765872,2023-11-24,No
1214,Jordan-Richardson,Healthcare,21080673,94,736,2162087,Equipment Purchase,36,10.99,No,3945090,2023-11-23,Yes
1227,"Johnson, Morris and Mack",Retail,38738488,311,426,1546250,Research & Development,36,10.45,No,2556068,2023-11-22,No
1805,"King, Valentine and Martinez",Education,10957168,19,349,398783,Working Capital,60,8.17,No,3951407,2023-11-22,No
1347,"Crawford, Foster and Phillips",Retail,49068795,258,649,3741141,Inventory Purchase,24,11.55,No,1018410,2023-11-21,No
1307,Stewart-Rios,Healthcare,26941259,153,426,1825049,Inventory Purchase,60,8.71,No,3776904,2023-11-21,No
1532,Holmes-Marks,Hospitality,8393979,398,591,2010332,Working Capital,48,8.33,No,1040993,2023-11-21,No
1051,"Davis, Hart and Mcmahon",Retail,26146282,421,813,345300,Real Estate,36,12.91,No,1773480,2023-11-19,Yes
1994,"George, Simpson and Shaw",Transportation,5876872,40,375,4917911,Research & Development,24,13.41,No,4864974,2023-11-14,No
1203,Garcia Ltd,Education,44229625,147,725,4410518,Marketing,12,10.6,No,4638156,2023-11-14,Yes
1056,Lee-Rivas,Healthcare,40785651,21,397,3762340,Real Estate,36,14.86,No,2758668,2023-11-14,No
1593,"Thompson, Maldonado and Robinson",Retail,10161408,212,745,1499769,Marketing,24,7.31,No,4235727,2023-11-13,Yes
1502,Delgado Group,Manufacturing,47263335,72,415,204927,Real Estate,60,12.88,No,1463285,2023-11-12,No
1744,Ward-Hardy,Retail,5409352,265,517,4172250,Research & Development,36,10.61,No,2155777,2023-11-12,No
1132,Reynolds PLC,Finance,43290779,93,775,1188963,Expansion,24,9.66,No,2252888,2023-11-10,Yes
1065,"Kelly, Morrison and Ortiz",IT Services,27461126,52,576,4937231,Equipment Purchase,60,14.58,No,3578329,2023-11-08,No
1660,Smith LLC,Construction,3474968,338,696,2799134,Real Estate,24,7.71,No,1460124,2023-11-08,No
1112,Rodriguez PLC,Retail,11669435,99,559,1260117,Marketing,24,11.4,No,1149469,2023-11-07,No
1373,Smith Ltd,Healthcare,25242589,175,663,3297445,Expansion,48,7.91,No,4808669,2023-11-07,Yes
1523,Price PLC,Healthcare,23496936,255,462,2607743,Working Capital,60,7.45,No,1673162,2023-11-07,No
1060,Castro Inc,Hospitality,11580030,302,643,254692,Research & Development,60,10.02,No,2335362,2023-11-06,Yes
1960,"Daugherty, Mcbride and Sosa",Agriculture,43907958,435,553,2105534,Expansion,36,8.43,Yes,335356,2023-11-04,No
1872,"Davis, Rodriguez and Allen",Manufacturing,2284382,225,357,1204381,Expansion,48,11.38,Yes,1620497,2023-11-03,No
1015,"Burke, Stein and George",Agriculture,10688053,464,495,1761655,Working Capital,24,11.93,No,3782238,2023-11-03,No
1288,Rivers and Sons,Construction,10004644,342,731,1427042,Debt Consolidation,36,7.51,No,4607418,2023-11-03,Yes
1781,Stone-Soto,Finance,31559798,117,660,4215741,Expansion,24,13.21,No,3243796,2023-11-01,Yes
1970,"Hunt, Hernandez and Briggs",Construction,35831079,414,380,1250997,Debt Consolidation,12,12.62,No,2249806,2023-10-31,No
1962,Cooper LLC,Manufacturing,31555353,311,779,2698475,Marketing,60,7.66,No,3053337,2023-10-30,Yes
1131,"Garner, Johnson and Carter",Healthcare,29645954,45,526,3799100,Real Estate,36,8.33,No,4862940,2023-10-30,No
1240,Reyes Inc,Retail,24631669,173,500,3430922,Real Estate,12,11.09,No,892653,2023-10-29,No
1771,Summers Ltd,Hospitality,34283771,362,711,1093978,Marketing,24,14.88,No,1585834,2023-10-28,Yes
1117,Edwards-Cook,Hospitality,12484508,360,428,389134,Marketing,60,11.46,No,471655,2023-10-28,No
1355,Sharp-Olsen,Hospitality,31502775,163,656,4926709,Debt Consolidation,12,11.15,No,1090835,2023-10-27,No
1897,"Garner, Santos and Ford",Education,3320688,39,408,1083667,Inventory Purchase,60,10.42,No,2583922,2023-10-26,No
1543,Bryant-Mays,Transportation,40227037,169,846,1050922,Real Estate,48,8.17,No,237486,2023-10-23,No
1246,"Buckley, Wright and Golden",Transportation,25694812,79,364,3866001,Equipment Purchase,60,11.55,No,2368292,2023-10-21,No
1286,"Pena, Bonilla and Patrick",Transportation,41131083,45,441,4529899,Working Capital,60,7.71,No,3801387,2023-10-20,No
1023,"Cummings, Newman and Chavez",Hospitality,40816537,414,725,1133668,Research & Development,12,8.63,Yes,4379394,2023-10-20,No
1987,Davis-Soto,Hospitality,25101438,306,440,4081383,Debt Consolidation,48,11.32,No,3465814,2023-10-18,No
1471,Chapman-Williams,Finance,11569320,466,463,1964071,Debt Consolidation,36,14.02,No,2926673,2023-10-16,No
1760,Robinson-Morgan,Hospitality,9546310,59,325,1330796,Debt Consolidation,24,11.98,Yes,1330280,2023-10-14,No
1074,Butler-Williams,Construction,17405566,416,680,1668146,Real Estate,12,7.47,No,2395170,2023-10-13,Yes
1319,Elliott-Smith,Transportation,24387092,373,549,4678887,Equipment Purchase,24,9.13,No,365315,2023-10-13,No
1942,Blake-Sharp,Construction,48480620,409,411,2614368,Research & Development,60,8.65,No,3764528,2023-10-13,No
1534,"Cox, Smith and Wilson",Retail,29506244,22,848,2598578,Expansion,12,8.41,No,1009296,2023-10-12,No
1375,Martin-Robertson,Finance,39499601,438,494,455054,Debt Consolidation,12,13.67,No,1758175,2023-10-12,No
1967,"Reese, Waters and Chambers",Agriculture,12820569,430,452,3986912,Working Capital,48,14.39,No,3724777,2023-10-11,No
1476,Rice Inc,Transportation,11851224,158,439,564462,Debt Consolidation,12,14.29,No,3546425,2023-10-10,No
1121,"Irwin, Santos and Wilson",Hospitality,17701250,406,461,837090,Marketing,36,9.33,No,3457129,2023-10-09,No
1982,"Nguyen, Leon and Jackson",IT Services,21717501,138,808,3463244,Equipment Purchase,24,9.4,No,1040170,2023-10-09,No
1822,Harrison-Gamble,Education,43663528,63,653,4500852,Working Capital,36,7.7,No,407054,2023-10-09,No
1281,Graham-Gonzalez,Agriculture,11912996,125,661,2835090,Marketing,24,14.87,No,3350874,2023-10-09,Yes
1062,Bryant-Lamb,Agriculture,6786265,309,542,2491098,Marketing,24,10.48,No,3500375,2023-10-09,No
1043,"Grant, Harris and Serrano",Hospitality,36453171,274,327,4567890,Inventory Purchase,48,14.51,No,3430796,2023-10-09,No
1518,"Hardy, Cruz and Smith",Construction,47860379,192,493,3147589,Real Estate,48,11.63,No,2546282,2023-10-09,No
1606,Johnson Group,Education,39491142,182,559,3885961,Working Capital,60,13.39,No,2008970,2023-10-08,No
1579,Santos and Sons,Education,33456981,434,530,343877,Real Estate,48,8.04,No,2923382,2023-10-08,No
1067,"Jones, Parker and Krueger",Healthcare,35124883,352,453,1488509,Debt Consolidation,12,9.61,No,4434432,2023-10-07,No
1398,Collins-Pearson,Agriculture,15372528,285,425,2159385,Equipment Purchase,36,13.63,No,1033638,2023-10-07,No
1261,Anthony Inc,IT Services,37905710,239,804,4639170,Research & Development,48,14.73,No,4365596,2023-10-07,Yes
1883,Zimmerman Inc,IT Services,39708480,91,555,368449,Working Capital,48,12.76,No,4769707,2023-10-06,No
1749,Reyes Group,Retail,9421928,31,630,3076030,Expansion,60,10.71,No,3740582,2023-10-05,Yes
1748,Phillips-Patterson,Retail,44148703,354,733,3920888,Equipment Purchase,48,8.54,No,1221758,2023-10-05,No
1856,"Hughes, Wilson and Gonzalez",Manufacturing,7491878,414,564,3473307,Real Estate,24,8.38,No,2714119,2023-10-04,No
1211,Nelson Group,Retail,36974996,329,807,4666701,Working Capital,60,8.35,No,1226957,2023-10-04,No
1090,Willis LLC,Retail,37248719,284,307,3569992,Research & Development,36,7.06,No,2519485,2023-10-03,No
1690,Harris LLC,IT Services,43721553,409,343,4022750,Working Capital,36,11.76,No,4913099,2023-09-30,No
1700,Joseph-Dalton,Retail,33134444,411,835,4330987,Debt Consolidation,48,8.89,No,3247514,2023-09-29,Yes
1352,"King, Long and Ford",Agriculture,13267883,189,718,873952,Debt Consolidation,24,14.11,Yes,3417764,2023-09-28,No
1691,"Tanner, Erickson and Rogers",Manufacturing,37857821,297,352,1235270,Equipment Purchase,60,14.09,No,4969314,2023-09-28,No
1767,Ramirez-Burns,Education,12091989,287,760,2533351,Real Estate,36,12.68,No,4145228,2023-09-28,Yes
1077,Cunningham Inc,Education,8022336,312,746,647219,Research & Development,24,8.34,No,882230,2023-09-27,Yes
1420,Jackson-West,Finance,49665285,434,841,1708795,Research & Development,24,7.2,No,3753713,2023-09-27,Yes
1031,"Chapman, Reed and Boyd",Education,19492846,300,430,4494643,Working Capital,36,14.08,No,2593628,2023-09-27,No
1711,Bryan Ltd,Education,37097069,423,801,3227640,Inventory Purchase,48,8.15,No,1834210,2023-09-26,No
1595,Miller-Smith,Healthcare,38214417,299,309,4739059,Real Estate,60,14.13,No,2864268,2023-09-26,No
1478,Allen Inc,Education,12822411,165,694,4968923,Real Estate,12,13.08,No,1058507,2023-09-24,No
1483,Lawrence PLC,Construction,4597706,409,319,2372759,Real Estate,60,11.37,No,3536082,2023-09-23,No
1676,Robinson PLC,Retail,20659206,264,839,2675606,Research & Development,12,10.57,No,1009540,2023-09-22,No
1681,Wells Inc,IT Services,20651515,149,832,2842455,Working Capital,12,12.1,No,525759,2023-09-22,No
1804,"Weaver, Young and Sandoval",Hospitality,41793419,482,632,2921839,Real Estate,60,13.6,Yes,800782,2023-09-22,No
1901,Gibson LLC,Retail,39090551,424,411,3690437,Expansion,24,7.85,No,1158837,2023-09-22,No
1411,"West, Hernandez and Harding",Agriculture,41057648,330,374,3149316,Expansion,24,7.9,No,4873325,2023-09-21,No
1603,Ayala Group,Agriculture,3773939,453,707,4815700,Real Estate,24,14.88,No,4210244,2023-09-21,Yes
1505,"Pierce, Fuller and Jordan",Education,2132658,200,622,4317690,Expansion,24,12.93,Yes,1380657,2023-09-20,No
1430,Macdonald and Sons,IT Services,11679043,34,668,2809236,Research & Development,24,8.03,No,4005199,2023-09-20,Yes
1877,Padilla-Smith,Agriculture,12872847,397,340,644026,Working Capital,48,13.85,No,3219283,2023-09-19,No
1561,"Rivera, Alvarez and Wolfe",Healthcare,8281505,91,365,1646933,Debt Consolidation,60,14.17,No,119519,2023-09-18,No
1283,"Hayes, Robertson and Taylor",Agriculture,31908587,159,740,2263349,Working Capital,12,12.45,No,4113997,2023-09-16,Yes
1219,"Anderson, Snyder and Choi",IT Services,15157398,134,675,2095141,Equipment Purchase,60,11.12,No,1768303,2023-09-15,Yes
1956,"Torres, King and Patel",Manufacturing,23655061,374,501,2685181,Real Estate,60,12.78,No,2516704,2023-09-15,No
1859,"Rogers, Hubbard and Velasquez",Retail,3844664,439,845,2948439,Expansion,48,8.26,No,1586201,2023-09-15,No
1573,Craig Inc,Healthcare,7555035,122,807,1484822,Debt Consolidation,48,7.74,No,4350546,2023-09-15,Yes
1298,"Castaneda, Grant and Graham",Agriculture,22671503,64,532,1662518,Research & Development,48,14.63,Yes,711259,2023-09-12,No
1489,Peters-Baird,Healthcare,42892167,49,401,2580017,Expansion,48,8.47,No,97367,2023-09-11,No
1234,Miller-Lara,Manufacturing,23704829,176,334,444126,Working Capital,12,8.91,No,2978751,2023-09-10,No
1426,"Sheppard, Duffy and Cunningham",Hospitality,21658401,401,423,3815929,Equipment Purchase,24,7.52,Yes,2758089,2023-09-09,No
1414,"Huffman, Avery and Jones",Manufacturing,15133434,319,662,1946585,Real Estate,36,12.11,No,351364,2023-09-09,No
1114,Gomez-Jacobs,Retail,42924694,359,843,4356146,Research & Development,60,14.02,No,2710038,2023-09-08,No
1783,"Le, Erickson and Robinson",IT Services,38670243,290,547,4784013,Marketing,24,11.92,No,2707001,2023-09-08,No
1064,King Group,Hospitality,32299028,280,690,2685917,Real Estate,12,8.45,Yes,3276585,2023-09-07,No
1458,"Rivera, Silva and Yu",Retail,30254481,14,782,1870394,Equipment Purchase,12,12.24,No,612834,2023-09-07,No
1930,"Johnston, Perry and Hendrix",Finance,46658328,249,511,3069791,Marketing,60,7.28,No,3504707,2023-09-06,No
1088,Martinez and Sons,Manufacturing,12707868,150,803,195556,Expansion,48,10.29,No,3327560,2023-09-05,Yes
1928,"Ortiz, Smith and Roach",Transportation,22217066,269,384,235370,Working Capital,12,10.69,Yes,2114618,2023-09-05,No
1333,"Castaneda, Jacobs and Stephenson",Hospitality,46911262,469,677,2966457,Debt Consolidation,12,13.13,No,4508434,2023-09-04,Yes
1869,Melton Ltd,Healthcare,5600108,230,381,4924574,Research & Development,36,10.64,No,4821462,2023-09-03,No
1340,Clark Group,Hospitality,4395049,123,417,136413,Marketing,12,14.9,No,4022162,2023-09-01,No
1687,Brooks LLC,Agriculture,49841287,190,348,3857454,Inventory Purchase,60,13.53,No,530620,2023-08-31,No
1177,Knight-Duffy,Manufacturing,8271476,155,832,2918907,Working Capital,36,10.24,No,2600552,2023-08-31,Yes
1922,Cole and Sons,Hospitality,45336333,322,553,4744081,Research & Development,24,9.67,No,214486,2023-08-31,No
1750,Hoover-Chavez,Construction,26492849,357,442,2431348,Expansion,12,8.97,No,2176869,2023-08-31,No
1268,Phillips Inc,Healthcare,27280417,268,375,1574620,Research & Development,36,7.41,No,2903501,2023-08-28,No
1377,Silva-Rivera,Healthcare,47020191,167,471,3939847,Marketing,12,12.17,No,3151004,2023-08-28,No
1978,Rivera-Martinez,Transportation,12319247,135,300,422137,Debt Consolidation,36,15.0,No,2691436,2023-08-28,No
1180,Li-Hill,Agriculture,25899065,467,601,4263960,Equipment Purchase,48,11.63,No,1411968,2023-08-27,No
1983,Nguyen-Myers,Retail,7851803,289,612,4673957,Marketing,48,8.21,No,1783341,2023-08-27,No
1320,"Gross, Mclaughlin and Hunter",IT Services,20156053,330,752,1121436,Inventory Purchase,36,11.05,Yes,200594,2023-08-26,No
1364,Salinas-Macdonald,Agriculture,48149071,351,576,1329458,Debt Consolidation,48,10.71,No,3734334,2023-08-26,No
1742,Jones-Harrison,Transportation,25035962,233,423,4737370,Equipment Purchase,12,14.33,No,1901579,2023-08-25,No
1596,Vance LLC,Education,25796429,273,783,588051,Working Capital,12,11.56,No,507301,2023-08-25,Yes
1291,Schneider Ltd,Construction,39542128,312,489,998332,Inventory Purchase,24,8.69,No,2208714,2023-08-24,No
1408,Hensley Group,Hospitality,15376941,173,675,4124227,Equipment Purchase,12,11.88,Yes,146748,2023-08-24,No
1715,Mckinney LLC,Finance,32029339,297,690,4853292,Marketing,60,10.64,Yes,1636987,2023-08-22,No
1553,Carrillo-Rodriguez,Transportation,28427110,192,654,1085257,Real Estate,12,14.87,No,4125341,2023-08-21,Yes
1480,"Suarez, Tucker and Black",Education,4978702,380,775,3672401,Expansion,12,13.75,No,2768181,2023-08-21,Yes
1204,"Lane, Daugherty and Fowler",Agriculture,43723356,466,574,2682153,Expansion,36,12.54,No,1035461,2023-08-20,No
1860,Hood Inc,Education,37167707,269,798,4820553,Research & Development,24,14.7,No,1629889,2023-08-19,No
1206,Gardner LLC,Healthcare,29700374,86,472,1830085,Marketing,60,14.96,No,3405361,2023-08-19,No
1529,Strickland-Kelly,Hospitality,36501225,323,626,4390697,Equipment Purchase,24,14.66,No,4189524,2023-08-19,Yes
1296,"Chaney, Carter and Mason",Manufacturing,37851723,167,662,4749454,Marketing,60,8.74,Yes,4979073,2023-08-18,No
1735,Coleman-Collier,Finance,25455289,401,494,4171495,Debt Consolidation,12,8.63,No,4898243,2023-08-16,No
1469,Rodriguez PLC,Retail,4229028,65,583,1034048,Real Estate,24,10.37,No,4790616,2023-08-16,No
1459,"Jones, Robinson and Novak",IT Services,37595773,476,410,4236725,Inventory Purchase,60,7.32,No,890597,2023-08-16,No
1401,Miles-Vargas,Construction,1549239,275,691,1475645,Inventory Purchase,60,7.9,No,4236080,2023-08-15,Yes
1811,"Mcdonald, Allen and Melendez",Retail,11717207,420,745,2215226,Marketing,60,9.47,No,2056260,2023-08-14,Yes
1796,Thomas-Wilson,Finance,39233146,458,817,1620180,Inventory Purchase,36,8.87,No,3139809,2023-08-14,Yes
1047,"Hickman, Mcknight and Vaughn",IT Services,12149697,337,828,4629275,Equipment Purchase,36,13.12,No,2899090,2023-08-14,No
1848,"Potter, Jackson and Vasquez",Healthcare,46677380,236,469,3628880,Equipment Purchase,36,10.99,Yes,2966585,2023-08-13,No
1522,Burnett-Banks,Construction,18824559,414,602,4740176,Expansion,36,13.68,No,1800652,2023-08-13,No
1072,"Perez, Castillo and Hernandez",Construction,6398869,436,512,4673574,Expansion,24,12.94,No,4823598,2023-08-12,No
1161,Rose PLC,Agriculture,4526737,81,588,2279441,Marketing,12,10.82,No,50037,2023-08-10,No
1769,Foster-Ramirez,Transportation,41819838,430,659,3082202,Equipment Purchase,48,11.14,No,2499851,2023-08-08,Yes
1517,Perez Ltd,Construction,10456807,142,503,606453,Expansion,12,13.5,No,4424984,2023-08-06,No
1645,"Mccullough, Bailey and Brooks",Manufacturing,21610500,361,730,4350167,Working Capital,48,9.12,No,443545,2023-08-05,No
1747,"Marquez, Hernandez and Taylor",Hospitality,16329502,244,692,1132499,Marketing,60,10.94,No,2440514,2023-08-04,Yes
1614,Thomas PLC,Healthcare,11774986,17,374,4330207,Equipment Purchase,48,9.48,No,172366,2023-08-03,No
1399,"Gonzalez, Gray and Brown",Education,5720642,475,694,1541246,Working Capital,12,12.01,No,4025904,2023-08-02,Yes
1798,Hobbs LLC,Hospitality,15609307,113,819,1726528,Marketing,48,14.04,Yes,1428148,2023-08-02,No
1844,Smith-Davis,Retail,14607851,141,811,2122643,Working Capital,24,13.58,Yes,2690955,2023-08-02,No
1535,"Kelley, Wilson and Montoya",Finance,26214698,222,300,3912010,Inventory Purchase,12,8.88,No,1863948,2023-08-01,No
1697,"Barber, Cruz and Boone",Construction,14476005,280,410,4872945,Debt Consolidation,12,7.75,No,4554103,2023-07-31,No
1416,Ramirez LLC,Construction,22882940,390,533,4207618,Real Estate,48,14.98,No,3092244,2023-07-30,No
1761,Baldwin PLC,IT Services,20628490,104,324,213936,Marketing,24,10.57,No,2900310,2023-07-27,No
1937,Gregory-Brown,Education,20205297,133,468,527244,Marketing,24,10.02,No,3918707,2023-07-26,No
1238,"Montgomery, Thompson and Becker",Education,44470977,238,603,1770357,Equipment Purchase,24,7.07,No,4346720,2023-07-25,Yes
1741,"Smith, Miller and James",Healthcare,15391234,245,378,972834,Research & Development,36,11.53,No,3028602,2023-07-24,No
1549,Barnes Inc,Construction,18219277,200,559,2398756,Expansion,12,13.04,No,144702,2023-07-23,No
1740,Oconnor LLC,Transportation,47462256,160,504,3781890,Real Estate,36,10.89,No,3967430,2023-07-23,No
1724,"Zimmerman, Rogers and Wallace",Hospitality,33356072,231,527,2670725,Real Estate,24,11.71,No,2702808,2023-07-22,No
1316,Gray-Bradford,Hospitality,15488262,477,539,197406,Research & Development,60,8.93,No,1811331,2023-07-22,No
1823,Strong-Freeman,Construction,5790691,21,572,4745287,Marketing,24,14.49,No,2552656,2023-07-22,No
1462,Moore LLC,Manufacturing,45048098,354,808,3026979,Equipment Purchase,36,14.13,No,2622703,2023-07-21,Yes
1185,Browning-Munoz,Retail,5261946,184,509,2320182,Equipment Purchase,60,9.07,Yes,3650200,2023-07-21,No
1380,Martinez-Scott,Retail,41739629,167,322,2948883,Marketing,36,7.28,No,1758086,2023-07-19,No
1959,Simmons Ltd,Healthcare,24116992,412,461,3539289,Inventory Purchase,24,8.01,No,1096251,2023-07-18,No
1948,"Hughes, Mitchell and Gillespie",Agriculture,5990961,470,678,366150,Expansion,48,11.51,No,804108,2023-07-16,Yes
1009,Anderson LLC,Transportation,3681719,348,481,4853267,Marketing,48,12.41,No,3560463,2023-07-16,No
1705,"Russo, Burch and Pratt",IT Services,24773962,324,487,3921615,Marketing,12,8.3,No,2669210,2023-07-15,No
1438,"English, Johnson and Moore",Construction,20984609,105,368,395866,Equipment Purchase,60,12.61,Yes,448422,2023-07-14,No
1900,"Gordon, Turner and Curtis",Finance,38774891,126,446,980096,Debt Consolidation,24,13.07,No,4259020,2023-07-14,No
1258,"Tanner, King and Ross",Retail,5131479,169,531,3670118,Debt Consolidation,48,8.98,No,739317,2023-07-14,No
1622,Kaufman-Morgan,Agriculture,45924392,417,387,741593,Equipment Purchase,12,7.54,No,1011743,2023-07-14,No
1500,Clark LLC,Retail,31495692,240,810,688574,Equipment Purchase,60,9.19,No,942743,2023-07-13,Yes
1722,Rodriguez Ltd,Transportation,13851424,131,672,4736440,Equipment Purchase,24,8.86,No,393288,2023-07-12,No
1703,Ferrell Inc,IT Services,7737320,162,708,424934,Debt Consolidation,24,9.56,No,534103,2023-07-10,Yes
1254,Mueller and Sons,Transportation,17770274,453,473,528745,Research & Development,12,13.94,No,1610121,2023-07-10,No
1369,Johnson Inc,Construction,38691702,21,674,4073313,Working Capital,24,7.85,No,922109,2023-07-10,No
1615,Scott-Anthony,Hospitality,5421590,342,740,2098173,Debt Consolidation,60,13.1,No,2343316,2023-07-08,Yes
1536,Padilla-Jones,IT Services,36177004,483,848,1578081,Research & Development,12,10.95,No,312530,2023-07-07,No
1209,"Carson, Curry and Torres",Hospitality,44309893,418,372,4695130,Research & Development,24,11.27,No,677915,2023-07-07,No
1605,"Taylor, Morris and Ward",Finance,37989387,353,329,3231603,Debt Consolidation,24,8.95,No,4009978,2023-07-06,No
