Enterprise_ID,Enterprise_Name,TAT_Score,Loan_Amount,Loan_Status,Risk_Category,Last_Assessed_Date,Credit_Score,Sector,Remarks
ENT0616,"Bishop, Sandoval and Crawford Pvt Ltd",3.76,11027757.38,Closed,Medium,2023-07-17,767,Healthcare,Draw inside second blood huge.
ENT0617,Klein-Nielsen Pvt Ltd,1.69,5957939.39,Active,Medium,2023-07-25,597,Technology,Describe live dinner budget number audience.
ENT0618,"Farmer, Pope and Moran Pvt Ltd",4.11,31958003.59,Defaulted,Low,2023-12-17,346,Manufacturing,Difference effect now impact cut decide.
ENT0619,Jennings-Wheeler Pvt Ltd,4.33,66672147.72,Active,Low,2024-05-03,748,Healthcare,Challenge hand TV medical staff.
ENT0620,Barrett-Campbell Pvt Ltd,4.45,10202180.23,Closed,Low,2023-12-03,710,Logistics,Cell option thing least along.
ENT0621,Brown-Brown Pvt Ltd,4.83,27911475.98,Closed,Medium,2024-10-16,789,Logistics,Behavior feel language.
ENT0622,"Francis, Shelton and Kirk Pvt Ltd",3.42,79894046.15,Active,Low,2024-05-20,360,Retail,Knowledge war foreign write fine everything member.
ENT0623,Higgins-Kelly Pvt Ltd,0.97,91211449.37,Closed,Medium,2023-07-15,748,Retail,Garden we same political true later.
ENT0624,Cherry-Meyer Pvt Ltd,3.25,78137265.16,Defaulted,Low,2025-03-04,433,Energy,Ready worker ground health environment collection matter.
ENT0625,"Wong, Barrett and Thomas Pvt Ltd",4.64,12180810.46,Closed,Low,2024-12-20,364,Healthcare,Everything its possible listen since.
ENT0626,Daniels LLC Pvt Ltd,3.45,2223661.09,Defaulted,Low,2023-06-27,890,Finance,Interest face hospital world.
ENT0627,Medina-Cox Pvt Ltd,4.9,67314591.46,Closed,Low,2024-05-16,397,Logistics,Blood staff account between later.
ENT0628,"Coffey, Moore and Gardner Pvt Ltd",3.48,25609122.49,Closed,Medium,2024-09-11,694,Retail,Argue tonight next leader wait.
ENT0629,"Brock, Bonilla and Mcmahon Pvt Ltd",4.28,56276079.43,Defaulted,Low,2024-06-05,460,Energy,Apply according agreement record travel interest.
ENT0630,Smith-Jensen Pvt Ltd,4.33,87072147.83,Active,Medium,2024-04-11,628,Finance,Perform traditional note accept seek.
ENT0631,Lopez-Morrison Pvt Ltd,1.99,28537555.9,Defaulted,Low,2023-07-08,687,Logistics,Ok stage challenge current.
ENT0632,"Riley, Smith and Bolton Pvt Ltd",4.18,8804228.98,Closed,Medium,2024-05-12,758,Services,Open difficult every cause.
ENT0633,Graves-Jackson Pvt Ltd,4.35,45259743.87,Active,High,2025-05-06,318,Services,Fact officer apply evidence discuss account most.
ENT0634,Austin Group Pvt Ltd,2.32,4547361.31,Defaulted,Low,2024-07-30,393,Healthcare,Get open them president Democrat serious challenge.
ENT0635,"Frazier, Phillips and Copeland Pvt Ltd",4.51,56670924.64,Defaulted,Medium,2024-11-26,649,Technology,Young husband example lose.
ENT0636,"Turner, Miller and Johnson Pvt Ltd",4.21,81842279.97,Closed,Low,2024-08-02,784,Technology,Hand arm way weight early staff car.
ENT0637,"Myers, Rowe and Nguyen Pvt Ltd",3.72,12288312.48,Defaulted,Low,2025-01-30,649,Technology,Matter argue notice personal.
ENT0638,Hicks-Macdonald Pvt Ltd,4.23,96478934.66,Closed,Low,2024-01-02,682,Services,Check involve might.
ENT0639,Blackburn Inc Pvt Ltd,0.71,17251381.4,Active,Medium,2023-11-03,719,Services,Far face theory treatment other movie.
ENT0640,Giles-Terry Pvt Ltd,1.64,20396225.25,Active,High,2025-02-24,702,Finance,Same series success finally morning environment.
ENT0641,House Inc Pvt Ltd,2.56,78360619.96,Defaulted,Low,2025-02-17,724,Manufacturing,Certainly doctor fear born.
ENT0642,Bennett LLC Pvt Ltd,4.67,83909157.51,Defaulted,Low,2023-07-04,761,Energy,Around discover tonight building particularly film.
ENT0643,"Sanchez, Dixon and Wilkerson Pvt Ltd",3.46,95662841.84,Active,High,2025-02-11,304,Manufacturing,History prove only.
ENT0644,Henry Inc Pvt Ltd,2.99,43848227.61,Defaulted,Low,2024-05-22,820,Retail,Total full kind central message dinner school.
ENT0645,Sanchez-Bennett Pvt Ltd,3.61,18191376.75,Active,Low,2024-02-13,629,Logistics,Hand executive establish country eye.
ENT0646,"Hendricks, Case and Washington Pvt Ltd",2.38,61290375.66,Defaulted,Medium,2023-09-04,580,Logistics,Case real including others fast trial according.
ENT0647,Wilcox PLC Pvt Ltd,4.84,97078673.34,Closed,Medium,2024-10-31,441,Logistics,Anything will beyond.
ENT0648,"Brown, Holden and Mendez Pvt Ltd",3.21,88757248.69,Defaulted,Low,2023-09-23,860,Technology,Firm bank half inside reach whose less.
ENT0649,Lucas Group Pvt Ltd,3.7,93615695.67,Defaulted,Low,2024-03-09,514,Healthcare,View day half member fear up claim.
ENT0650,"Watkins, Whitney and Hess Pvt Ltd",3.59,92197984.68,Active,High,2024-06-26,482,Technology,Anyone interesting smile candidate important visit late degree.
ENT0651,"Henderson, Collins and Lopez Pvt Ltd",3.7,76316727.46,Defaulted,Low,2024-10-27,884,Logistics,Capital listen appear indeed article.
ENT0652,"Campbell, Taylor and West Pvt Ltd",3.53,89492734.14,Defaulted,Low,2024-10-22,732,Manufacturing,Road peace computer possible civil prepare.
ENT0653,Carter-Jones Pvt Ltd,2.85,3501941.98,Active,Low,2023-09-30,357,Finance,Republican care scientist crime social perform who.
ENT0654,Bailey-Smith Pvt Ltd,1.7,78767687.07,Closed,Medium,2024-04-17,449,Manufacturing,Stage expect would.
ENT0655,Carr Inc Pvt Ltd,3.61,30218916.03,Defaulted,Low,2024-06-01,763,Services,Year serve player situation blood.
ENT0656,"Miller, Vaughn and Rosales Pvt Ltd",3.27,67877075.34,Defaulted,Medium,2024-01-02,874,Logistics,Actually involve north season.
ENT0657,"Ramirez, Martinez and Thompson Pvt Ltd",1.57,78646410.11,Defaulted,Low,2024-10-22,348,Logistics,Nor wall lot environment room.
ENT0658,"Perry, Palmer and Poole Pvt Ltd",2.24,95713495.03,Defaulted,Low,2024-08-11,865,Manufacturing,Fund beat law tend nor matter.
ENT0659,Williams and Sons Pvt Ltd,0.56,25882771.71,Defaulted,Medium,2024-10-07,753,Finance,Continue push quite morning kitchen.
ENT0660,Little-Scott Pvt Ltd,4.6,70758277.82,Defaulted,Low,2023-10-31,859,Finance,Common vote she collection evening despite.
ENT0661,Simpson-Pham Pvt Ltd,3.99,96464692.49,Closed,Low,2023-06-18,376,Retail,Civil travel reach sort.
ENT0662,Jackson-Mason Pvt Ltd,4.83,73772869.12,Active,Low,2025-04-06,738,Healthcare,Take federal summer including care about.
ENT0663,Welch-Strong Pvt Ltd,3.0,13876586.48,Defaulted,Medium,2024-11-18,305,Technology,Onto teach responsibility.
ENT0664,Garcia-Castillo Pvt Ltd,2.6,93811950.6,Active,Low,2024-09-06,630,Manufacturing,Spring cup successful change part draw move thus.
ENT0665,Huynh-Glover Pvt Ltd,3.98,62911299.59,Defaulted,Low,2025-03-29,886,Technology,Adult address central eye it deal.
ENT0666,Smith-Lee Pvt Ltd,0.83,71060474.58,Defaulted,Low,2024-01-01,488,Services,Almost must network our image especially.
ENT0667,"Patrick, Fuller and Lawson Pvt Ltd",4.04,16777678.76,Defaulted,Low,2025-04-27,394,Technology,Perform pick edge week act.
ENT0668,Burns Inc Pvt Ltd,1.5,22122027.21,Closed,Low,2023-06-23,600,Finance,Human sign meet.
ENT0669,"Parks, Hogan and Smith Pvt Ltd",4.78,62209779.5,Closed,High,2025-03-20,309,Services,Across young mention top might determine laugh.
ENT0670,"Patrick, Wood and Foster Pvt Ltd",3.51,45121057.38,Defaulted,Medium,2023-10-23,549,Manufacturing,Candidate party each catch.
ENT0671,Johnson-Green Pvt Ltd,3.57,32772764.04,Active,Low,2024-12-28,853,Healthcare,Tonight who travel.
ENT0672,"Moore, Rodgers and Meyer Pvt Ltd",0.61,52169914.43,Closed,Low,2024-05-27,820,Energy,Wish some seat among series sea concern.
ENT0673,"Robertson, Pitts and Sullivan Pvt Ltd",2.69,30346962.99,Defaulted,Low,2023-07-21,826,Services,Hundred information home price sound low report unit.
ENT0674,"Banks, French and Andrews Pvt Ltd",4.77,17572086.11,Defaulted,Low,2023-10-17,367,Finance,Relate sense sea government conference loss we.
ENT0675,"Norris, Stewart and Cooper Pvt Ltd",3.52,77584644.37,Defaulted,Low,2023-07-10,406,Finance,Throughout collection almost outside forward surface.
ENT0676,"Castillo, Jones and Meyer Pvt Ltd",2.92,70571543.76,Defaulted,Medium,2023-07-05,373,Retail,Yes paper wife whether.
ENT0677,"Cook, Ortiz and Oneal Pvt Ltd",0.61,71969960.1,Active,Low,2024-10-23,355,Retail,Create certain different movie shoulder nice story news.
ENT0678,Hayes Inc Pvt Ltd,4.07,56250336.33,Defaulted,Medium,2024-01-26,564,Logistics,Network nation show consider commercial approach win husband.
ENT0679,Robinson Ltd Pvt Ltd,2.25,63391509.2,Closed,Low,2023-11-16,698,Services,Feel popular entire say use.
ENT0680,Rhodes-Gonzales Pvt Ltd,2.91,64500851.9,Defaulted,Low,2024-09-15,899,Manufacturing,According hope many campaign on.
ENT0681,Walker-Barnes Pvt Ltd,3.65,8186355.04,Defaulted,Low,2023-09-03,608,Services,Tree serious us school body.
ENT0682,Richmond Ltd Pvt Ltd,1.77,92742397.09,Closed,Low,2025-01-11,331,Energy,Four quickly community figure maintain PM.
ENT0683,"Wells, Wilcox and Anderson Pvt Ltd",1.2,22766706.82,Defaulted,Low,2024-03-26,858,Healthcare,Benefit less itself million sing view international.
ENT0684,Schmidt and Sons Pvt Ltd,4.82,15263478.21,Defaulted,Medium,2023-11-15,682,Manufacturing,Lot hand help institution though.
ENT0685,"Gonzalez, Miller and Jackson Pvt Ltd",2.99,55951904.82,Active,Low,2024-04-09,886,Logistics,Action market threat.
ENT0686,"Gomez, Dickerson and Myers Pvt Ltd",2.92,94750959.53,Closed,Low,2023-09-22,652,Finance,Could audience firm art thus father.
ENT0687,Lopez Inc Pvt Ltd,2.36,64947218.85,Defaulted,Low,2025-04-24,488,Finance,Behind full position help.
ENT0688,"Ray, Clark and Morrison Pvt Ltd",3.28,26021436.01,Active,Low,2024-08-07,880,Manufacturing,Beautiful crime customer culture.
ENT0689,"Mcconnell, Garza and Cox Pvt Ltd",4.33,93304616.67,Defaulted,Low,2025-04-25,862,Services,Imagine look identify speech process character property.
ENT0690,"Matthews, Kim and Reyes Pvt Ltd",1.81,7668912.98,Active,Low,2024-01-12,894,Energy,Stand art your would power me degree.
ENT0691,"Campos, Saunders and Peterson Pvt Ltd",4.78,36356697.54,Defaulted,Medium,2023-06-29,402,Healthcare,Item business ahead life.
ENT0692,"Stein, Wood and Castro Pvt Ltd",3.29,90111740.49,Closed,Low,2024-01-06,636,Healthcare,Back involve eat develop.
ENT0693,Reeves-Hall Pvt Ltd,3.62,16087101.24,Defaulted,Low,2024-02-27,623,Logistics,Per involve save however early prevent discuss.
ENT0694,"Gutierrez, Hansen and Knight Pvt Ltd",1.26,32008263.29,Active,Medium,2024-12-08,746,Healthcare,How get admit class serious all hot.
ENT0695,"Novak, Miller and Hunter Pvt Ltd",4.28,14296277.41,Defaulted,Low,2024-08-05,791,Energy,Office want I similar.
ENT0696,Delgado PLC Pvt Ltd,2.5,77701929.19,Closed,Low,2024-05-08,479,Services,Simply who body pattern.
ENT0697,"Pope, Copeland and Martin Pvt Ltd",4.29,86012651.88,Active,Medium,2024-09-02,501,Healthcare,With particular off national sound green.
ENT0698,Powell-Woodward Pvt Ltd,3.8,63035269.62,Defaulted,Low,2024-08-25,319,Manufacturing,Economy minute third great both former born break.
ENT0699,Vargas Ltd Pvt Ltd,4.16,58311177.94,Defaulted,Low,2025-01-12,337,Healthcare,Executive truth type board.
ENT0700,Jones LLC Pvt Ltd,2.95,99874089.33,Closed,Medium,2023-11-09,452,Technology,Black allow avoid without writer.
ENT0701,"Garcia, Miranda and Reed Pvt Ltd",2.27,89252316.83,Defaulted,Medium,2023-09-17,597,Retail,Effort young read.
ENT0702,Edwards Group Pvt Ltd,2.59,51530787.34,Closed,Low,2024-04-16,310,Finance,However concern watch increase see later.
ENT0703,"Daugherty, Gray and Mcdowell Pvt Ltd",4.32,80847465.64,Defaulted,Medium,2024-07-11,826,Retail,Artist image discussion per prevent decade hotel.
ENT0704,Mitchell LLC Pvt Ltd,2.51,18735373.21,Defaulted,Medium,2024-07-06,449,Energy,Food participant but glass take think author.
ENT0705,Serrano PLC Pvt Ltd,4.73,5001562.78,Closed,Low,2023-11-05,570,Technology,Create long same son course list quite.
ENT0706,"Walker, Ferguson and Kirby Pvt Ltd",1.55,67189974.4,Defaulted,High,2023-07-20,669,Logistics,Beautiful low husband minute.
ENT0707,Walters Ltd Pvt Ltd,2.61,46009701.53,Active,Low,2023-10-04,631,Services,Buy view allow air hand high.
ENT0708,"Clay, Price and Graves Pvt Ltd",3.67,52615917.51,Closed,Medium,2024-03-29,569,Retail,Serve town step ball.
ENT0709,"Choi, Trujillo and Wallace Pvt Ltd",2.19,38473333.19,Defaulted,Medium,2024-05-23,379,Healthcare,Record sound hot fear character ground.
ENT0710,Morgan and Sons Pvt Ltd,2.19,90817000.22,Defaulted,Low,2023-06-09,653,Energy,Standard station quite mouth.
ENT0711,Elliott and Sons Pvt Ltd,4.07,88830022.41,Active,Low,2025-02-26,442,Energy,Center require find result develop bad quality.
ENT0712,"Michael, Moran and Bowen Pvt Ltd",1.25,8631734.35,Defaulted,Low,2024-03-08,453,Retail,Free factor whose type American owner buy.
ENT0713,"Wagner, Martin and Armstrong Pvt Ltd",1.21,60600007.37,Active,Medium,2024-02-23,724,Technology,Building issue before walk everybody.
ENT0714,Miller and Sons Pvt Ltd,3.74,48670148.29,Closed,Low,2024-07-07,465,Logistics,Animal beautiful information ask but pattern bit.
ENT0715,Wright Group Pvt Ltd,0.6,5271288.8,Defaulted,Low,2023-07-07,437,Manufacturing,Sound little money her between consumer attention prepare.
ENT0716,Bailey-Coleman Pvt Ltd,4.51,15539644.91,Active,Low,2024-12-26,484,Logistics,Space travel news well mission opportunity short.
ENT0717,"Morgan, Reyes and Brown Pvt Ltd",3.2,56796865.53,Active,Medium,2024-11-09,590,Services,Compare night best once cover remain guy.
ENT0718,Woods-Knight Pvt Ltd,1.47,61046063.89,Closed,Medium,2023-10-12,474,Finance,Apply magazine tough woman trip happen wall.
ENT0719,"Brewer, Howard and Hampton Pvt Ltd",4.24,60483032.73,Defaulted,Medium,2023-08-30,486,Healthcare,Wear dinner pass surface say.
ENT0720,Chavez and Sons Pvt Ltd,1.25,68873525.22,Closed,Low,2023-06-22,370,Finance,Article choice person section almost.
ENT0721,"Kim, Rangel and Padilla Pvt Ltd",2.2,14089106.65,Active,Low,2023-10-05,816,Logistics,Agent fact cost guess somebody century.
ENT0722,Gonzalez-Kelly Pvt Ltd,4.22,60945590.77,Active,Low,2024-05-18,339,Services,Age body born kind.
ENT0723,Molina Inc Pvt Ltd,0.92,66279868.51,Defaulted,Low,2024-04-04,301,Logistics,Necessary official manage glass.
ENT0724,"Fisher, Baker and Patel Pvt Ltd",2.85,37667367.57,Active,Medium,2024-08-28,739,Finance,South discuss idea nothing pick.
ENT0725,"Ray, Mccoy and Robbins Pvt Ltd",4.72,48730221.34,Closed,Low,2023-09-17,889,Services,Through left soon everything traditional report hot nation.
ENT0726,Peters PLC Pvt Ltd,2.41,26197284.79,Active,High,2023-12-21,385,Healthcare,Short before teacher.
ENT0727,"Fry, Tyler and Mason Pvt Ltd",3.19,54829371.17,Closed,Low,2025-04-13,307,Services,Agree million conference option none performance language build.
ENT0728,"Braun, Hanna and Moreno Pvt Ltd",2.84,38127958.29,Active,Medium,2025-03-11,623,Logistics,Sea black big responsibility blue himself.
ENT0729,Newman-Smith Pvt Ltd,2.13,16323079.48,Defaulted,Low,2025-03-20,567,Logistics,Between seven too hot technology both strong.
ENT0730,"Navarro, Lee and Heath Pvt Ltd",3.04,61576187.02,Defaulted,Low,2025-02-21,508,Logistics,Mrs face sit year.
ENT0731,Kelly-Carrillo Pvt Ltd,2.98,56198704.84,Active,Low,2024-04-30,868,Energy,Father quite edge.
ENT0732,Wells LLC Pvt Ltd,1.64,31358655.58,Closed,Medium,2024-10-24,707,Retail,Pressure figure that responsibility front.
ENT0733,"Herrera, Johnson and Mendez Pvt Ltd",4.35,66269002.06,Defaulted,Low,2023-11-24,465,Services,Page pull physical bag fire technology answer.
ENT0734,Smith-Velasquez Pvt Ltd,1.47,40655529.74,Closed,Medium,2024-10-22,353,Retail,Together worker away.
ENT0735,Ruiz-Lynch Pvt Ltd,2.25,63951785.22,Active,Medium,2024-07-01,782,Logistics,Bring movie market budget media.
ENT0736,"Johnson, Watson and Padilla Pvt Ltd",0.9,27046107.8,Closed,Low,2024-05-29,338,Logistics,Against organization recognize talk.
ENT0737,Olson-Hale Pvt Ltd,4.69,40663840.97,Defaulted,Low,2023-10-05,358,Retail,One something contain cell while.
ENT0738,Young-Rice Pvt Ltd,3.38,44458232.81,Active,Medium,2024-10-09,830,Healthcare,While consumer level reality buy year.
ENT0739,"Gonzales, Middleton and Davis Pvt Ltd",1.38,78611985.09,Defaulted,Low,2025-05-01,537,Retail,Prepare message time glass behavior character choice you.
ENT0740,"Chen, David and Garrett Pvt Ltd",3.53,36614259.83,Defaulted,Low,2025-02-25,461,Services,Interesting amount recently minute inside.
ENT0741,James-Yates Pvt Ltd,4.99,78187615.02,Closed,Medium,2023-06-30,715,Finance,Public wife up smile movie hold.
ENT0742,Fisher-Long Pvt Ltd,2.83,73955628.47,Active,High,2024-07-28,862,Healthcare,Her usually alone save interesting television thank.
ENT0743,Perez Group Pvt Ltd,3.77,56352272.83,Defaulted,Low,2024-09-28,583,Finance,A upon fear director effort court best.
ENT0744,Rice Ltd Pvt Ltd,3.23,20257994.12,Closed,Low,2023-10-29,567,Retail,Can audience report travel that.
ENT0745,"Ramos, Burns and Moses Pvt Ltd",2.33,11540030.68,Active,Low,2023-09-28,648,Services,Walk view senior just affect financial.
ENT0746,Johnson-Morgan Pvt Ltd,4.11,95714225.61,Defaulted,Medium,2023-08-20,888,Healthcare,Maybe commercial above really.
ENT0747,Blackwell Group Pvt Ltd,3.62,96639490.11,Defaulted,Low,2024-04-26,549,Technology,Drive claim professor involve within type.
ENT0748,"Wright, Maldonado and Smith Pvt Ltd",4.83,46425994.5,Closed,Medium,2024-02-29,328,Energy,When chance student close pressure.
ENT0749,"Arnold, Lloyd and Terry Pvt Ltd",1.02,7687871.81,Defaulted,Medium,2023-07-02,525,Finance,Again black none involve matter fall could.
ENT0750,Walker LLC Pvt Ltd,4.1,41830171.25,Closed,Low,2023-07-13,309,Healthcare,Focus age believe without finish.
ENT0751,"Scott, Solomon and Graves Pvt Ltd",1.62,10207933.59,Defaulted,Medium,2023-11-18,650,Services,Degree thank weight indeed stage economic.
ENT0752,"Ball, Lopez and Fritz Pvt Ltd",3.0,18670088.98,Closed,Low,2024-12-02,887,Healthcare,Nearly yourself mission increase.
ENT0753,"Mccarty, Hopkins and Rivera Pvt Ltd",1.32,74869469.54,Active,Low,2024-06-29,504,Finance,Third fire manager also majority.
ENT0754,"Snyder, Savage and Hernandez Pvt Ltd",3.81,87401507.34,Active,Low,2024-07-20,555,Technology,International produce short common.
ENT0755,Ramos-Rice Pvt Ltd,1.2,11562239.72,Active,Medium,2025-03-07,804,Manufacturing,Road over finish expect room reach particular.
ENT0756,Farmer Ltd Pvt Ltd,3.94,54605921.51,Active,Medium,2023-06-27,680,Technology,Score economic radio.
ENT0757,Greene Ltd Pvt Ltd,2.72,98550771.6,Defaulted,Medium,2023-05-24,802,Retail,Movement run weight issue nation leg.
ENT0758,Watson-Marshall Pvt Ltd,4.93,91684676.14,Closed,Low,2024-05-23,890,Retail,Trouble visit source need ask.
ENT0759,"Yang, Le and Graham Pvt Ltd",0.74,80127721.86,Closed,High,2024-02-13,333,Technology,Sound take both.
ENT0760,Murphy Ltd Pvt Ltd,2.27,68947526.01,Active,Low,2024-08-14,423,Energy,Government difference type poor government outside.
ENT0761,Gibson-Valenzuela Pvt Ltd,1.92,1833441.88,Defaulted,Low,2023-12-10,894,Services,Child start art pattern natural market.
ENT0762,"Bryant, Freeman and Patterson Pvt Ltd",1.96,61665031.54,Closed,Low,2023-10-21,569,Finance,Much win possible ten past whether plan.
ENT0763,"Morgan, Blevins and Bates Pvt Ltd",1.71,95894154.89,Closed,Low,2025-01-09,810,Logistics,Recognize task rise factor will on human.
ENT0764,Finley Ltd Pvt Ltd,1.45,70370550.05,Closed,Low,2023-08-08,710,Healthcare,Woman brother election.
ENT0765,Cook-Fischer Pvt Ltd,2.53,57569562.1,Defaulted,Medium,2024-10-15,402,Healthcare,Attention finally about include believe sound.
ENT0766,Hall PLC Pvt Ltd,4.12,55978664.69,Closed,Low,2024-10-13,453,Energy,Develop hospital travel apply travel evening subject all.
ENT0767,Green PLC Pvt Ltd,4.13,18484120.39,Closed,Low,2024-10-19,829,Technology,Quality nice poor education.
ENT0768,Morgan-Moses Pvt Ltd,4.03,30703384.03,Defaulted,Medium,2024-03-05,348,Logistics,President my research can than rock call.
ENT0769,Johnson LLC Pvt Ltd,0.95,17170846.15,Active,Medium,2023-07-16,787,Services,Writer small deal miss determine hair institution art.
ENT0770,"Williams, King and Meyers Pvt Ltd",2.52,34130997.31,Closed,Low,2023-10-16,870,Healthcare,Gun evening commercial lose outside agree east.
ENT0771,"Patel, Jones and Andrews Pvt Ltd",2.05,41764329.58,Closed,Medium,2024-07-22,503,Retail,Natural eat happy sense politics family contain.
ENT0772,King and Sons Pvt Ltd,4.91,29176264.45,Closed,Medium,2025-01-03,799,Energy,Around such year ago.
ENT0773,Miller LLC Pvt Ltd,4.5,38726028.84,Closed,Low,2024-02-25,448,Retail,Reduce good but see word stop.
ENT0774,Smith-Johnson Pvt Ltd,3.38,92928100.03,Closed,Medium,2025-01-04,885,Logistics,Threat which than whatever.
ENT0775,Chaney-Marquez Pvt Ltd,4.32,8063063.74,Active,Low,2023-10-26,621,Technology,Determine part affect opportunity.
ENT0776,Gonzales LLC Pvt Ltd,3.44,71332915.03,Defaulted,Medium,2024-10-13,577,Energy,Respond especially structure age likely without.
ENT0777,"Ferguson, Williams and Martin Pvt Ltd",4.01,93938213.66,Defaulted,Low,2024-03-08,761,Logistics,Year feel Congress minute whose.
ENT0778,"Reed, Hood and Gonzalez Pvt Ltd",1.25,85566972.62,Active,Medium,2024-12-16,557,Services,Tree special town suddenly fire hear last.
ENT0779,"Bernard, Carlson and Riley Pvt Ltd",1.45,40307512.75,Active,Low,2023-12-19,784,Manufacturing,Have receive interview within sit.
ENT0780,Carter Group Pvt Ltd,0.62,40304239.56,Active,Low,2024-12-11,459,Services,Certainly teacher hold whom.
ENT0781,Wright Inc Pvt Ltd,3.45,88661660.39,Closed,Low,2025-05-06,590,Energy,Kid appear campaign human leader effort.
ENT0782,"Miller, Vasquez and Lyons Pvt Ltd",3.32,13996433.95,Active,Low,2024-08-13,665,Technology,Democrat morning generation voice.
ENT0783,Thompson PLC Pvt Ltd,4.39,47252154.19,Defaulted,High,2023-12-27,861,Energy,Parent character current without house.
ENT0784,Deleon Ltd Pvt Ltd,1.11,94900127.08,Defaulted,Low,2024-09-03,767,Logistics,Involve thought product relate.
ENT0785,"Faulkner, Gonzalez and Reynolds Pvt Ltd",2.86,64313296.62,Closed,High,2024-02-11,793,Finance,Understand his check yeah during.
ENT0786,Collins-Hunter Pvt Ltd,4.12,44744170.25,Closed,Low,2024-08-29,459,Healthcare,It bed knowledge never player sense.
ENT0787,Mitchell-Castaneda Pvt Ltd,0.55,52808307.8,Active,Low,2024-02-10,780,Manufacturing,Within tend consumer enjoy page join music.
ENT0788,Ferrell Group Pvt Ltd,3.59,49701233.76,Closed,Low,2023-06-14,740,Healthcare,Experience raise turn away happy.
ENT0789,"Curtis, Stevens and Bauer Pvt Ltd",3.19,79879971.0,Defaulted,Low,2023-07-08,721,Logistics,Different affect think cut.
ENT0790,Roth-Ortiz Pvt Ltd,2.28,17163680.04,Defaulted,Medium,2024-04-26,687,Finance,Next skin store kitchen particularly into.
ENT0791,"White, Cook and Wilson Pvt Ltd",1.68,42801698.89,Active,Low,2024-09-06,578,Healthcare,Despite occur film tough.
ENT0792,"Swanson, Archer and Page Pvt Ltd",3.42,53662482.34,Closed,Low,2025-04-13,370,Retail,Well late maintain strong cut.
ENT0793,Singh Group Pvt Ltd,1.11,11925278.7,Closed,Medium,2023-12-14,578,Energy,Trouble throughout modern.
ENT0794,"Mitchell, Taylor and Estrada Pvt Ltd",1.35,2920144.33,Active,High,2024-09-29,322,Retail,Cause sure skill drop.
ENT0795,Lewis-Hartman Pvt Ltd,4.88,28929339.22,Active,Medium,2024-12-30,308,Finance,Goal system model like court call.
ENT0796,Klein and Sons Pvt Ltd,0.91,2457759.84,Active,Low,2024-11-27,619,Energy,Compare without word.
ENT0797,Sutton Ltd Pvt Ltd,4.99,46904762.25,Active,Low,2025-02-12,449,Manufacturing,Information determine admit example production customer fall.
ENT0798,Anderson-Larson Pvt Ltd,1.7,39849755.73,Defaulted,Low,2024-02-09,496,Healthcare,Either generation hour serious.
ENT0799,"Davis, Johnson and Jackson Pvt Ltd",4.18,82996952.69,Active,High,2025-04-03,554,Logistics,Already bar at minute marriage town.
ENT0800,"Floyd, Wolfe and Delgado Pvt Ltd",3.97,44853133.27,Defaulted,High,2024-09-21,503,Energy,Pay population member show debate whose fill.
ENT0801,Murphy-Kelly Pvt Ltd,3.81,10302070.09,Defaulted,High,2023-11-23,784,Logistics,Cut we much but.
ENT0802,Burch Ltd Pvt Ltd,3.57,31898827.19,Closed,Low,2024-09-02,343,Services,Party cut program hear.
ENT0803,Houston-Roberts Pvt Ltd,1.64,64213481.19,Active,Low,2024-06-24,353,Finance,Coach growth successful field.
ENT0804,Gordon Ltd Pvt Ltd,4.88,24360617.94,Closed,Low,2023-10-04,471,Healthcare,Follow half on total reveal effort realize.
ENT0805,Williams-French Pvt Ltd,3.13,40185021.73,Active,Low,2023-11-12,343,Energy,Almost I recent present.
ENT0806,"Allen, Jennings and Thomas Pvt Ltd",3.6,16344202.3,Active,Low,2025-03-15,811,Services,Nature million manage grow or.
ENT0807,Long Group Pvt Ltd,3.59,34503787.58,Defaulted,Low,2024-09-04,664,Retail,Loss stage response president bring.
ENT0808,Peterson and Sons Pvt Ltd,3.66,79355158.19,Active,Low,2025-05-17,624,Technology,Station defense national.
ENT0809,"Thomas, Alexander and Snyder Pvt Ltd",4.12,44433170.91,Active,Low,2025-03-26,686,Technology,Mouth operation ground quality.
ENT0810,Vaughan LLC Pvt Ltd,3.76,25818927.87,Active,Low,2025-04-16,748,Healthcare,Beat be whom family available three produce.
ENT0811,Williams-Mcintosh Pvt Ltd,2.94,49519107.59,Defaulted,Low,2024-10-19,656,Technology,Provide fish career those.
ENT0812,Anderson-Franklin Pvt Ltd,3.8,28257121.82,Defaulted,High,2025-01-08,867,Retail,Interesting not than me.
ENT0813,Hughes LLC Pvt Ltd,0.81,16347522.33,Closed,Medium,2025-02-02,854,Technology,Attention few reveal least tax stand.
ENT0814,Koch-Meyers Pvt Ltd,2.54,77815872.83,Defaulted,Low,2024-05-01,489,Manufacturing,Decade course deal.
ENT0815,Smith and Sons Pvt Ltd,3.29,37043444.51,Defaulted,Low,2023-07-24,364,Logistics,Public total herself.
ENT0816,Morgan-Salazar Pvt Ltd,1.35,68639194.07,Defaulted,Low,2025-01-22,589,Technology,Stock whatever community blue alone in artist.
ENT0817,West LLC Pvt Ltd,2.34,32880381.51,Active,Low,2024-06-03,368,Manufacturing,Box oil include necessary.
